TR_L2C
-0.0232402,-0.998351,0.0524986,-0.0582187
0.0999795,-0.0545705,-0.993492,-0.48402
0.994718,-0.0178402,0.101083,-0.414529
0,0,0,1

reproj_rmse_x,reproj_rmse_y,reproj_rmse_total
17.1478,14.1344,22.2222,
