TR_L2C
0.00258499,-0.999994,-0.00214355,-0.0476041
-0.014213,0.0021066,-0.999897,0.114365
0.999896,0.00261519,-0.0142075,-0.105701
0,0,0,1

reproj_rmse_x,reproj_rmse_y,reproj_rmse_total
5.9705,1.29754,6.10986,
